,Protein.Name,Sample,Replicate1,Replicate2,CoV
1014, ITGHLAHELQR y6,O106,0.001137028,0.001481357,18.59751084
1015, ITGHLAHELQR y7,O106,0.000950755,0.001164976,14.31916092
1016, QYNLTPLAR y4,O106,0.00762125,0.007652786,0.291987237
1017, QYNLTPLAR y5,O106,0.00743191,0.007686357,2.380180574
1018, QYNLTPLAR y6,O106,0.003044198,0.003237905,4.360682643
1019,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y4,O106,0.01050309,0.011243167,4.812906548
1020,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y5,O106,0.007519858,0.007768619,2.301082974
1021,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y6,O106,0.028230802,0.029478333,3.0571865
1022,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VPAVDLFEK y4,O106,0.005132689,0.005287714,2.103942774
1023,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VPAVDLFEK y5,O106,0.011599269,0.012212286,3.640823765
1024,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VPAVDLFEK y6,O106,0.022520896,0.024865143,6.996291403
1026,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y8,O106,0.002500873,0.0023485,4.443615125
1027,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y9,O106,0.001109835,0.00117269,3.894423301
1028,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y6,O106,0.001251627,0.001271238,1.09929643
1029,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y7,O106,0.002653137,0.002341286,8.830330706
1030,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y8,O106,0.002085354,0.002060333,0.853519454
1031,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y5,O106,0.000612099,0.000591929,2.369162719
1032,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y7,O106,0.002595802,0.002349214,7.052100895
1033,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y9,O106,0.001780495,0.001635143,6.01818353
1034,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y5,O106,0.000618514,0.000765071,14.98015683
1035,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y7,O106,0.002553208,0.00301319,11.68644596
1036,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y8,O106,0.000707264,0.000774976,6.460442478
1037,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y4,O106,0.001824269,0.001590524,9.680395355
1038,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y5,O106,0.003945212,0.004069786,2.1980475
1039,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y6,O106,0.007795283,0.008246905,3.981312292
1040,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y4,O106,0.002023986,0.001905714,4.256336188
1041,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y5,O106,0.016454245,0.014564952,8.613580771
1042,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y6,O106,0.034249552,0.032631833,3.420682019
1043,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y7,O106,0.007280142,0.007308929,0.279051737
1044,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y8,O106,0.063763656,0.064332952,0.628515583
1045,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y9,O106,0.055660448,0.056979333,1.655885107
1046,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y4,O106,0.021363703,0.021978167,2.004950643
1047,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y5,O106,0.04024809,0.040333667,0.150188109
1048,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y6,O106,0.018233679,0.019089357,3.242263773
1049,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y6,O106,0.004927736,0.005711476,10.41784125
1050,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y7,O106,0.005616344,0.006386381,9.072907984
1051,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y8,O106,0.010010047,0.010810714,5.43839041
1052,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y5,O106,0.000686627,0.000686595,0.00330792
1053,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y8,O106,0.001844387,0.002112929,9.596794568
1054,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y9,O106,0.002259269,0.002181833,2.465837944
1055,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y4,O106,0.000624269,0.000764881,14.31490786
1056,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y5,O106,0.000573797,0.000666833,10.60533365
1057,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y9,O106,0.001329505,0.001659429,15.61034471
1058,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y10,O106,0.009875377,0.010418952,3.7879111
1059,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y7,O106,0.008887712,0.009333595,3.460639413
1060,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y9,O106,0.006357901,0.006095762,2.976799582
1061,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y4,O106,0.001584127,0.00148069,4.772937567
1062,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y5,O106,0.00458783,0.004480405,1.675325974
1063,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y6,O106,0.002037995,0.001725429,11.74558327
1064,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y3,O106,0.000544434,0.000463833,11.30518693
1065,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y4,O106,0.008698962,0.009681524,7.559929905
1066,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y5,O106,0.008645566,0.0081105,4.515962432
1067,CHOYP_HS12A.25.33|m.60352 APTTLLLEPDGK y4,O106,0.004674269,0.004828667,2.297726426
1068,CHOYP_HS12A.25.33|m.60352 APTTLLLEPDGK y6,O106,0.003725873,0.003599,2.449530785
1069,CHOYP_HS12A.25.33|m.60352 APTTLLLEPDGK y7,O106,0.005659717,0.005689119,0.366388245
1070,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y4,O106,0.003387736,0.003461548,1.524036882
1071,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y5,O106,0.004268302,0.00440269,2.191838694
1072,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y6,O106,0.010339505,0.010318048,0.146895036
1073,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y5,O106,0.005887877,0.006745548,9.600950785
1074,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y7,O106,0.023557854,0.026476857,8.250460686
1075,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y8,O106,0.022869811,0.02389469,3.099355164
1076,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y7,O106,0.005014599,0.00406719,14.75301821
1077,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y8,O106,0.011789623,0.00981531,12.92343973
1078,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y9,O106,0.002527759,0.002076929,13.84613071
1079,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y5,O106,0.00096842,0.000844143,9.696445654
1080,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y7,O106,0.002542783,0.002595952,1.463255589
1081,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y8,O106,0.001463373,0.001599857,6.301134634
1082,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y6,O106,0.001631344,0.001438714,8.873447318
1083,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y8,O106,0.00157967,0.00128819,14.37357429
1084,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y9,O106,0.00095592,0.000958976,0.225723635
1085,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y7,O106,0.000865495,0.000784571,6.935696095
1086,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y8,O106,0.003255755,0.002783524,11.05819761
1087,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y9,O106,0.017245731,0.0158065,6.158071987
1088,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y4,O106,0.00032625,0.000421476,18.01062632
1090,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y6,O106,0.002418797,0.002768738,9.540006525
1091,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y6,O106,0.001540094,0.00160331,2.844043423
1092,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y7,O106,0.000598821,0.000734667,14.40696987
1093,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y8,O106,0.000919788,0.001026071,7.724497356
1097,CHOYP_PDIA1.1.1|m.5297 LITLGEDMTK y3,O106,0.004765118,0.004830762,0.967442369
1098,CHOYP_PDIA1.1.1|m.5297 LITLGEDMTK y6,O106,0.051287123,0.050551976,1.020879106
1099,CHOYP_PDIA1.1.1|m.5297 LITLGEDMTK y7,O106,0.023592948,0.023555167,0.113325918
1100,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y5,O106,0.031901651,0.027621143,10.1701419
1101,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y6,O106,0.057349976,0.05140131,7.73571119
1102,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y7,O106,0.028923939,0.025716952,8.300310316
1103,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y7,O106,0.009108113,0.009535167,3.239477162
1104,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y8,O106,0.027973396,0.028005667,0.081525649
1105,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y9,O106,0.016095259,0.016413524,1.384529815
1106,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y4,O106,0.010338632,0.010495286,1.063370331
1107,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y5,O106,0.018698208,0.017982238,2.760418232
1108,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y6,O106,0.03279184,0.032174857,1.343065038
1109,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y5,O106,0.010537217,0.01056031,0.154794388
1110,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y6,O106,0.018138656,0.018597976,1.768200541
1111,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y7,O106,0.016255778,0.016190786,0.283276216
1112,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y3,O106,0.000686651,0.000787071,9.636551278
1113,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y6,O106,0.002842005,0.003240881,9.273496371
1114,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y7,O106,0.018260613,0.019191286,3.514293585
1115,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y4,O106,0.000476274,0.000476024,0.037093006
1116,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y7,O106,0.010550307,0.010197119,2.407443894
1117,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y8,O106,0.001021179,0.001256286,14.59916016
1118,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y4,O106,0.003536226,0.002856952,15.02599227
1119,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y6,O106,0.00643691,0.005424381,12.07231831
1120,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y7,O106,0.006677736,0.006058857,6.871748672
1121, ELGLNNDITNMNGGAIALGHPLAASGTR y10,O118,0.000780164,0.000690237,8.649030924
1122, ELGLNNDITNMNGGAIALGHPLAASGTR y12,O118,0.000493645,0.00058519,12.00033774
1123, ELGLNNDITNMNGGAIALGHPLAASGTR y8,O118,0.00140993,0.001649028,11.05397149
1124, ITGHLAHELQR y5,O118,0.000499276,0.000576493,10.15103046
1125, ITGHLAHELQR y6,O118,0.001328528,0.001548365,10.80666946
1126, ITGHLAHELQR y7,O118,0.000978061,0.000954028,1.759071028
1127, QYNLTPLAR y4,O118,0.008754159,0.008353033,3.316017075
1128, QYNLTPLAR y5,O118,0.00889972,0.008292773,4.992602782
1129, QYNLTPLAR y6,O118,0.003416168,0.003721422,6.048172374
1130,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y4,O118,0.009220514,0.01181846,17.46306681
1132,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y6,O118,0.023831636,0.030511161,17.38275597
1133,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VPAVDLFEK y4,O118,0.004635234,0.005547986,12.67601529
1134,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VPAVDLFEK y5,O118,0.010195771,0.012304076,13.25161572
1135,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VPAVDLFEK y6,O118,0.019299299,0.023155474,12.84532789
1136,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y11,O118,0.000544579,0.00058045,4.50912271
1137,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y8,O118,0.003815164,0.003454052,7.025361305
1138,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y9,O118,0.001776051,0.00165045,5.183913203
1139,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y6,O118,0.002063248,0.001927938,4.794469845
1140,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y7,O118,0.004053715,0.004453365,6.643765235
1141,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y8,O118,0.00269528,0.003454573,17.46061954
1143,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y7,O118,0.00443743,0.005095142,9.757551361
1144,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y9,O118,0.002861963,0.003059408,4.715620532
1145,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y5,O118,0.001251285,0.001623389,18.30586661
1146,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y7,O118,0.003529229,0.004574313,18.2385895
1147,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y8,O118,0.001405561,0.001691682,13.06443132
1148,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y4,O118,0.001884042,0.002426256,17.79009733
1149,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y5,O118,0.004393248,0.005770308,19.16118274
1150,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y6,O118,0.008754439,0.010276422,11.31009446
1151,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y4,O118,0.001120257,0.001486256,19.85797279
1152,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y5,O118,0.007727453,0.010037701,18.39096998
1153,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y6,O118,0.01731035,0.020161611,10.76082395
1154,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y7,O118,0.009485514,0.009551635,0.491193763
1155,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y8,O118,0.081527009,0.084829289,2.807305078
1156,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y9,O118,0.071334463,0.073603175,2.213672286
1157,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y4,O118,0.031416963,0.035390166,8.410716136
1158,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y5,O118,0.056036028,0.067381588,13.00061116
1159,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y6,O118,0.023440514,0.028574005,13.95735724
1160,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y6,O118,0.009692313,0.012522227,18.01569255
1161,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y7,O118,0.010488785,0.012963412,14.9224885
1165,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y9,O118,0.002483972,0.0023909,2.700028837
1166,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y4,O118,0.001170117,0.001526161,18.6747326
1169,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y10,O118,0.015134369,0.016830664,7.504833479
1170,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y7,O118,0.013665794,0.015226422,7.638944801
1171,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y9,O118,0.009269393,0.010173412,6.575579349
1172,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y4,O118,0.002001846,0.002547133,16.95220454
1173,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y5,O118,0.006039533,0.007465687,14.93412947
1174,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y6,O118,0.002550117,0.002924692,9.675757428
1176,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y4,O118,0.012650584,0.015494123,14.28819823
1177,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y5,O118,0.010378949,0.013675735,19.3823358
1181,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y4,O118,0.003548972,0.003901232,6.686679068
1182,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y5,O118,0.004343224,0.004591327,3.927116341
1183,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y6,O118,0.010738879,0.013508649,16.15441971
1184,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y5,O118,0.00620285,0.007688981,15.12907793
1185,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y7,O118,0.024068949,0.030798981,17.34656879
1187,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y7,O118,0.00491528,0.005913175,13.03266737
1188,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y8,O118,0.011112407,0.014471137,18.56647692
1189,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y9,O118,0.002633995,0.003187844,13.4538202
1190,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y5,O118,0.002250748,0.001870782,13.03769846
1193,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y6,O118,0.002598364,0.002969076,9.416625592
1194,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y8,O118,0.002640397,0.002487607,4.213695835
1195,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y9,O118,0.00194264,0.001653199,11.38347827
1196,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y7,O118,0.001077477,0.001393152,18.0695696
1197,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y8,O118,0.003793925,0.003973507,3.269640629
1198,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y9,O118,0.021469159,0.025380948,11.80809485
1199,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y4,O118,0.000426402,0.000437346,1.791876902
1200,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y5,O118,0.001948435,0.00214436,6.769962109
1201,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y6,O118,0.002983808,0.003153318,3.906097164
1202,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y6,O118,0.001839019,0.002421825,19.34387204
1203,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y7,O118,0.00070229,0.000921611,19.10015701
1204,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y8,O118,0.001068341,0.001359502,16.96007949
1209,CHOYP_PDIA1.1.1|m.5297 LITLGEDMTK y6,O118,0.074246519,0.097244028,18.96512124
1210,CHOYP_PDIA1.1.1|m.5297 LITLGEDMTK y7,O118,0.033244626,0.043543673,18.96780089
1211,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y5,O118,0.033741869,0.037843957,8.103878982
1212,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y6,O118,0.059238037,0.067650924,9.376401578
1213,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y7,O118,0.030220374,0.034781256,9.922922449
1214,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y7,O118,0.00882285,0.010499882,12.27404104
1215,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y8,O118,0.026224696,0.030568199,10.81586089
1216,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y9,O118,0.013827944,0.016798934,13.71871472
1217,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y4,O118,0.011024556,0.012307773,7.777801011
1218,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y5,O118,0.018047687,0.022061066,14.15096498
1219,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y6,O118,0.033220234,0.036876445,7.376475537
1220,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y5,O118,0.010138621,0.013478341,19.99866368
1221,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y6,O118,0.017009743,0.022425332,19.42128708
1224,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y6,O118,0.004398318,0.004539005,2.226186182
1225,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y7,O118,0.026223271,0.028189171,5.109496607
1226,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y4,O118,0.000556659,0.000724265,18.50471752
1227,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y7,O118,0.012043668,0.015793768,19.05147314
1229,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y4,O118,0.0045925,0.004181445,6.625512459
1230,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y6,O118,0.007547664,0.008118934,5.156818101
1231,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y7,O118,0.008213645,0.008342251,1.098562159
1232, ELGLNNDITNMNGGAIALGHPLAASGTR y10,O121,0.000922018,0.001102299,12.59466268
1233, ELGLNNDITNMNGGAIALGHPLAASGTR y12,O121,0.000491315,0.000481471,1.431155991
1235, ITGHLAHELQR y5,O121,0.000923119,0.000917914,0.399815478
1236, ITGHLAHELQR y6,O121,0.002233853,0.002507513,8.162497043
1237, ITGHLAHELQR y7,O121,0.001712171,0.001878797,6.562132889
1238, QYNLTPLAR y4,O121,0.012907523,0.011772701,6.502701373
1239, QYNLTPLAR y5,O121,0.012158838,0.011618075,3.216374018
1240, QYNLTPLAR y6,O121,0.004995168,0.00535254,4.88417521
1241,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y4,O121,0.017102446,0.01960869,9.654736138
1242,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y5,O121,0.011915413,0.012604118,3.972244384
1243,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y6,O121,0.043499052,0.045552219,3.260612622
1247,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y11,O121,0.000575841,0.000635187,6.930324714
1248,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y8,O121,0.00416263,0.004716791,8.826055622
1249,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y9,O121,0.002018869,0.002155775,4.637894839
1250,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y6,O121,0.001991498,0.001929599,2.232517091
1251,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y7,O121,0.003718012,0.004151551,7.790980546
1252,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y8,O121,0.003021407,0.003574759,11.8638431
1253,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y5,O121,0.001020336,0.001072246,3.5081657
1254,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y7,O121,0.004025505,0.004934465,14.34675014
1255,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y9,O121,0.002680336,0.002919358,6.036543566
1256,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y5,O121,0.001494679,0.001667086,7.711511824
1257,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y7,O121,0.00494578,0.00565369,9.44515139
1258,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y8,O121,0.001452752,0.001678235,10.18468162
1260,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y5,O121,0.006956758,0.007219973,2.625725185
1261,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y6,O121,0.012072752,0.012863209,4.482979315
1262,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y4,O121,0.003169358,0.003028422,3.215871788
1263,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y5,O121,0.02459841,0.021910508,8.173200558
1264,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y6,O121,0.052705443,0.044288021,12.27302522
1265,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y7,O121,0.014099633,0.01243385,8.878489662
1266,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y8,O121,0.122514251,0.10815008,8.806738657
1267,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y9,O121,0.103907492,0.091595856,8.905874929
1268,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y4,O121,0.046112783,0.044711952,2.181205603
1269,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y5,O121,0.086586728,0.083038904,2.957914374
1270,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y6,O121,0.031366391,0.031390134,0.053502987
1271,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y6,O121,0.014558135,0.01730877,12.20697797
1272,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y7,O121,0.014422722,0.017600561,14.03398925
1273,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y8,O121,0.025660979,0.028313636,6.950349897
1274,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y5,O121,0.001252202,0.000978824,17.32904132
1275,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y8,O121,0.003160153,0.002998235,3.718279429
1276,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y9,O121,0.003818043,0.003357299,9.080953445
1277,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y4,O121,0.001261682,0.001577647,15.73759608
1278,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y5,O121,0.001156208,0.001407086,13.84135361
1279,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y9,O121,0.00221156,0.002810294,16.86107303
1280,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y10,O121,0.017701835,0.01994131,8.413474318
1281,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y7,O121,0.01664422,0.017796684,4.73225274
1282,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y9,O121,0.011151804,0.01150361,2.196066209
